Article ID,Title,Author,Secondary authors,Keywords,title of unpublished reference,primary date,publication year,notes,reprint status,start page number,ending page number,periodical full name,periodical standard abbreviation,periodical in which article was published,periodical name - user abbreviation 1,periodical name - user abbreviation 2,volume number,issue number,title secondary,city of publication,publisher,user definable 1,user definable 5,title series,Abstract,ISSN/ISBN,availability,Misc. 1,Misc. 2,address,Web/URL,link to PDF,link to full-text,related records,images,DOI,rated unclear,Comment: Island (Population); ,Unnamed: 39,Comment: Terrestrial Biodiversity (Population); ,Unnamed: 41,Comment: Monitoring&nbsp; (Outcome); ,Unnamed: 43,ensemble_score,ensemble_prediction,std_score,consensus_strength,positive_folds,Score_Rank
1091.0,"A spatial model of Marion Island's palaeo-ice extent
","Rudolph, Elizabeth; Hedding, David; Nel, Werner",,Deglaciation; Landform; Glacial landform; Last Glacial Maximum,,,2022.0,,,365,373,,,,,,34,5,"Antarctic Science
",,"Cambridge University Press
",,,,"Abstract Sub-Antarctic Marion Island's glacial history has acted as a control on abiotic terrestrial processes and the colonization and distribution of biotic species found on the island today. Recent chronological studies have shown an early deglaciation of the island and identified new geomorphological features associated with past ice dynamics. These permit a reassessment of ice extent during and after the island's last local glacial maximum. In this paper, we provide a revised reconstruction of the island's palaeo-ice extent by using a geomorphology-based approach to delineate palaeo-ice margins and demarcate possible glacial basins. The model presented here provides the needed spatial context for future studies on the variations in the distribution of species (e.g. microorganisms and plant species) and abiotic processes and forms (e.g. soil development and periglacial landforms). In addition, it highlights areas that require improved geophysical assessment in order to produce a more complete island-scale reconstruction of former ice extents (e.g. the west coast).
","0954-1020
",,,,,"https://doi.org/10.1017/s0954102022000293
",,,,,10.1017/s0954102022000293,No,,,,struct,,paleo,0.9962414383888245,1,0.000848421707220089,1.0,5,187.0
1092.0,"Organic Carbon Storage and Management Strategies of the Forest Soils Based on the Forest Soil Survey Database in Taiwan
","Tsai, Chen‐Chi; Chen, Zueng‐Sang; Hseu, Zeng‐Yei; Duh, Chin-Tzer; Guo, Horng-Yuh",,Soil carbon; Histosol; Soil survey; Inceptisol; Clearcutting,,,2010.0,,,85,102,,,,,,,,,,,,,,"Soil organic C (SOC) is a critical component of a terrestrial ecosystem. In Taiwan, forests cover almost 2/3 of the total area of the island, but the detail forest soil survey was conducted from 1993 to 2002 by Taiwan Forestry Research Institute (TFRI). Based on the forest soil survey database and former studies, the aims of this study were (1) to calculate the current forest SOC stocks in the major Soil Orders; (2) to estimate total forest SOC pools in different depths; (3) to examine the regional SOC stocks in andic soil landscape and SOC stocks along an elevation gradient in plantation forest; and (4) to propose the strategies of SOC sequestration in the forest soils. The major Soil Order distributed in the Taiwan forest soils are Inceptisols and Entisols. The mean forest SOC, excluding Histosols and Spodosols, is 18.5 kg m -2 (0-100 cm). The total forest SOC pools to the depth of 100 cm calculated from soil surface are about 160 Tg. In addition, in plantation forest in northern Taiwan the SOC stocks increased with elevation increased (p < 0.01), and temperature has significantly influences. The study in andic soil landscape in Yangmingshan National Park suggested that the man SOC storage of volcanic ash soils in Taiwan was 15.7 kg m -2 (0-100 cm). Based on the regional soil map (1600 ha in Tatunshan and 400 ha in Chishingshan), the SOC pool was 55.2 and 269 Gg/0-100 cm in Tatungshan and 48.5 and 32.5 Gg/0-100 cm in Chishingshan for Andisols and Inceptisols, respectively. The digital soil mapping (DSM) of SOC is important for examining the spatial distribution and stocks of SOC. The case study of DSM in Laoulongshi Forest Working Circles showed that the SOC stock in 0-100 cm soil layer was mostly less than 300 Mg ha -1 (ton ha -1) and the estimatied SOC pool was about 10.9 Tg (0-100 cm). A lack of bulk density data is a common problem for estimation of global soil C stocks. We suggested that the database of lower soil taxonomic categories and the SOC variability within and among soil pedons of the same soil type are strong need for estimation of SOC stocks in Taiwan. In order to increase the amount of C sequestration, old growth plantation forests have to thinning. The case study of reforestation at different time after forest fire suggested that reforestation immediately after forest fire could sequestrate more C, especially in the litter layer.",,,,,,,,,,,,No,,,,fun,,baseline,0.7670659340918065,1,0.378250251879125,0.8,4,808.0
1094.0,"Understanding ground-nesting habitat selection by waterbirds to prioritize invasive predator control on islands
","Gómez‐Silva, Valeria; Crego, Ramiro; Jaksić, Fabián; Flores-Benner, Gabriela; Schüttler, Elke",,Occupancy,,,2024.0,,,14,22,,,,,,78,,"Basic and Applied Ecology
",,"Elsevier BV
",,,,"The introduction of carnivores to islands affects the conservation status of native prey. For two decades, American mink (Neogale vison) has expanded its distribution in the sub-Antarctic archipelago of Austral Patagonia, while preying on nests of solitary ground-nesting birds. Here, upland geese (Chloephaga picta) and flightless steamer ducks (Tachyeres pteneres) are naïve to such predation risk because of the lack of native terrestrial predators. We used nest occupancy models to reveal preferred breeding habitats of those two ground-nesting waterbirds to prioritize areas for future mink control programs. We searched for nests along 80 transects on Navarino Island, southernmost Chile, and 11 transects on 10 nearby islets (3 ± 2.9 ha). Our results showed that islets were essential for breeding in comparison to the main island (5.3 nests/km versus 0.8 nests/km, respectively). The occupancy models revealed that islets were particularly important for flightless steamer ducks, endemic to western Patagonia. As breeding habitat, upland geese preferred medium-dense shrubland, and flightless steamer ducks preferred rocky coastlines. Nest detection was negatively affected by dense vegetation and, in the case of the upland geese, towards the end of the survey. Ten camera traps (n = 385 trap nights) revealed mink presence on all islets, highlighting their capacity to swim in cold water, up to 340 m distance from the main island. We conclude that islets represent breeding refugees for ground-nesting waterbirds and therefore advocate allocating resources for mink control during the warm season on islets. We also provide predictive maps of nesting habitat preference of upland geese and flightless steamer ducks for conservation managers to focus their often-scarce human and financial resources on areas critical for breeding. Finally, we argue that detection probability should be an integral part of bird breeding studies, which can be methodologically achieved through targeting transects, not nests, as sample units.
","1439-1791
",,,,,"https://doi.org/10.1016/j.baae.2024.04.007
",,,,,10.1016/j.baae.2024.04.007,No,,,,"trait, struct, pop",,,0.6877682074904442,1,0.3694400165123428,0.6,3,823.0
1095.0,"Monitoring of land-based glaciers on James Ross Island, Antarctic Peninsula
","Láska, Kamil; Nývlt, Daniel; Engel, Zbyněk; Stachoň, Zdeněk",,Glacier mass balance; Glacier morphology; Cirque glacier; Tidewater glacier cycle; Snowpack; Dome (geology),,,2015.0,,,8546,,,,,,,,,"EGUGA
",,,,,,"Antarctic Peninsula has been considered one of the most rapidly warming parts of our planet during the second half of the 20th century. Therefore, James Ross Island located near the northern tip of the Antarctic Peninsula, represents a unique place to study the sensitivity of glacier systems to regional atmospheric warming. Since 2006, an integrated multidisciplinary study of glaciers and terrestrial ecosystems has been carried out in the northern part of Ulu Peninsula, James Ross Island. In this contribution, glacier monitoring network consisting of four dominant land-based glaciers at the Ulu Peninsula is presented. Davies Dome (DD) is an ice dome, which originates on the surface of a flat volcanic mesa at >400 m a.s.l. and terminates as a single 700 m wide outlet in Whisky Bay. In 2006, Davies Dome had an area of 6.5 km2 and lay in the altitude range 0-514 m a.s.l. Whisky Glacier (WG) is a cold-based land-terminating valley glacier, which is surrounded by an extensive area of debris-covered ice. WG covered an area of 2.4 km2 and ranged from 215 to 520 m a.s.l. Triangular Glacier (TG) is a southwest-facing land-terminating glacier with an area of 0.6 km2 ranging from 302 to 107 m a.s.l. with well-developed ice-cored terminal moraine. San Jose Glacier (SJG) is a south-facing land-terminating piedmont glacier rejuvenated from the above lying Lachman Crags Dome (~640 m a.s.l.). SJG covers an area of 0.6 km2 and extends between 138 and 310 m a.s.l. Moreover, monitoring network consists of five automatic weather stations (AWS) placed in the central and marginal parts of the selected glaciers. Each AWS was equipped with the EMS33 air temperature and humidity probes placed inside the radiation shields. Apart from that, additional instruments, e.g. albedometer, propeller anemometer, snow depth sensors were installed on the central part of DD and WG. Since 2009, annual mass balance measurements have been realized on the DD, WG and TG glaciers. In 2010, ice thickness and glacier bed elevations of DD and WG were surveyed using ground-penetrating radar. The results of glaciological measurements over the period 2009-2014 reveal mostly positive annual mass balance on DD and WG except for the glaciological year 2011-2012 when net accumulation was recorded in the uppermost part of both glaciers. Spatial variability in annual mass balance is larger on DD where snow distribution and net accumulation is strongly determined by meteorological conditions. By contrast, interannual changes in spatial pattern of net balance are reduced on WG due to the topographic control of snow accumulation. Acknowledgments: This research was supported by the project of Masaryk University MUNI/A/0952/2013 and project LM2010009 CzechPolar (MSMT CR).

",,,,,,,,,,,,No,,,,struct,,rep,0.915021014213562,1,0.07246944808552916,1.0,5,722.0
1096.0,"&lt;strong&gt;The Lonchaeidae of Fiji (Diptera: Schizophora) &lt;/strong&gt;
","MacGowan, Iain",,,,,2014.0,,,537,537,,,,,,3814,4,"Zootaxa
",,"Q15088586
",,,,"The status of the family Lonchaeidae on the islands of the Fiji group is reviewed. Data are provided from trapping undertaken as part of the NSF-Fiji Terrestrial Arthropod Survey and from Fijian Lonchaeidae in the collections of the Bishop Museum, Hawaii and the Natural History Museum, London. Five new species, Lonchaea fiji sp. nov., Lonchaea melanesia sp. nov., Lonchaea vanua sp. nov., Silba kadavu sp. nov. and Silba setiphallus sp. nov. are described. Two species new to Fiji, Dasiops ruidifrons McAlpine, 1964 amd Lamprolonchaea lustrata McAlpine, 1964, are recorded. Five species previously recorded, Lamprolonchaea brouniana (Bezzi, 1919), Lamprolonchaea smaragdi (Walker, 1849), Lonchaea cyaneoneitens Kertész, 1901, Silba calva (Bezzi, 1913) and Silba setifera (de Meijere, 1910) are re-evaluated and are removed from the checklist. The fauna is now considered to comprise of 11 species in 4 genera. A key is provided to the Lonchaeidae present on the islands.","1175-5326
",,,,,"https://doi.org/10.11646/zootaxa.3814.4.6
",,,,,10.11646/zootaxa.3814.4.6,No,,part of the NSF-Fiji Terrestrial Arthropod Survey,,"pop, com",,baseline,0.9964294314384461,1,0.0010784992195071225,1.0,5,115.0
1097.0,"Archaic, terrestrial Hamilton’s frogs (Leiopelma hamiltoni) display arboreal behaviours
","Altobelli, Joseph; Lamar, Sarah; Bishop, Phillip",,Arboreal locomotion; Extinction (optical mineralogy),,,2021.0,,,,,,,,,,,,"New Zealand Journal of Ecology
",,,,,,"New Zealand has three species of endemic amphibians in the genus Leiopelma, all of which are threatened with extinction.The primary threats to their persistence are mammalian predators and habitat loss, and the translocation of these frogs into restored habitat is a common method of conservation.The Maud Island frog (Leiopelma hamiltoni), is considered terrestrial with habitat needs centering on complex boulder-strewn habitat.However, during recent surveys of a translocated population, we found repeated use of arboreal habitat within this species.Further, trail camera observations made several months later confirm this habitat use to persist across seasons.While the function of this arboreal behaviour is unknown, it suggests Maud Island frogs use more complex, vertical habitat than previously thought, which should be considered in future conservation efforts.
","0110-6465
",,,,,"https://doi.org/10.20417/nzjecol.45.24
",,,,,10.20417/nzjecol.45.24,No,,,,trait,,,0.9941223859786987,1,0.003049126629784156,1.0,5,512.0
1098.0,"Rediscovery of two critically endangered species of freshwater crabs,<i>Afrithelphusa afzelii</i>(Colosi, 1924) and<i>A. leonensis</i>(Cumberlidge, 1987) (Brachyura: Potamoidea: Deckeniidae) from the rainforests of Sierra Leone: implications for conservation
","Ndongo, Pierre; Sankoh, Salieu; Clark, Paul; von Rintelen, Thomas; Albrecht, Christian; Cumberlidge, Neil",,Freshwater ecosystem,,,2021.0,,,3027,3038,,,,,,55,"47-48
","Journal of Natural History
",,"Taylor & Francis
",,,,"The current status of two Sierra Leone Afrithelphusa freshwater crabs is unknown. Only two specimens of Afrithelphusa afzelii were collected ca. 1796 and given to Adam Afzelius from a single unknown Sierra Leone locality and the species is considered to possibly be extinct. The second species, A. leonensis, was described from three specimens: one from Sherboro Island and two presented to the Natural History Museum, London ca. 1955 from Sugar Loaf Mountain. This species, too, has not been reported since. Between January and February 2021, a survey of the rivers, streams, wetlands and nearby lowland humid rainforests of Sierra Leone collected fresh material from both these species. They were collected terrestrially in humid lowland forests, photographed live, details of their habitats are provided for the first time, and their conservation status is discussed. Immediate threats to these rare and critically endangered freshwater crabs and to the rainforest ecosystem upon which they depend include deforestation, agricultural encroachment, pollution, human predation and firewood gathering.","0022-2933
",,,,,"https://doi.org/10.1080/00222933.2022.2035443
",,,,,10.1080/00222933.2022.2035443,Yes,,"study conducted in Sierra Leone, but mentions specimen from Sherboro Island, then states that new material was collected for the species; not sure if it collected in the same island site",,pop,,baseline,0.1745221226941794,0,0.2114905757277683,0.8,1,961.0
1099.0,"Functional organic matter components in mangrove soils revealed by density fractionation
","Hamada, Kota; Ohtsuka, Toshiyuki; Fujitake, Nobuhide; Miyajima, Toshihiro; Yokoyama, Yūsuke; Miyairi, Yosuke; Kida, Morimaru",,Soil carbon,,,2024.0,,,88,99,,,,,,70,2,"Soil Science & Plant Nutrition
",,"Taylor & Francis
",,,,"The mechanisms underlying stabilization of soil organic matter (SOM) in vegetated coastal ecosystems, including mangrove forests, are poorly understood, limiting our ability to predict the consequences of disturbances. Here, we introduce density fractionation to mangrove soils to identify the distribution and properties of the functional components of SOM regarding degradation state, stability, and origin, namely, the free low-density fraction (f-LF), mineral-associated LF (m-LF), and high-density fraction (HF). Three soil cores (1 m) were collected in a mangrove forest on Ishigaki Island, Japan, and cut into 10 cm intervals and analyzed. Although HF was the most abundant, the massive production of mangrove fine roots resulted in a high abundance of LFs throughout the cores, which markedly differed from terrestrial soils. Relative abundance of LFs together accounted for 38–66% of total soil C. The m-LF was as abundant as f-LF and 1.6 times higher in relative abundance than the global average of terrestrial soils. The C/N ratios and δ13C values clearly increased with depth in all fractions, which was attributed to the increased contribution from roots. We found a consistent pattern in Δ14C values of density fractions. HF was the oldest with Δ14C between −149‰ and −97‰ followed by m-LF (between −130‰ and −87‰) and then f-LF (between −89‰ and 78‰), suggesting that mineral association may be pivotal in long-term carbon storage in the mangrove mineral soil. Our analysis successfully identified meaningful functional components of mangrove SOM, yet several questions remained unanswered, including a large variability in Δ14C in different cores. Future studies would benefit from a coupled analysis of the quantity and quality of density fractions and geochemical factors in mangrove soils.
","0038-0768
",,,,,"https://doi.org/10.1080/00380768.2024.2304761
",,,,,10.1080/00380768.2024.2304761,No,,,,"fun, struct",,,0.9722243070602417,1,0.04023706411148296,1.0,5,683.0
1100.0,"The threat of Peters's Rock Agama (<i>Agama picticauda</i>) to reptile diversity across the Lesser Antilles
","van den Burg, Matthijs; Wasilewski, Joseph; Thorpe, Roger; Debrot, Adolphe; Daltry, Jennifer; Angin, Baptiste; Boman, Erik; Brannon, Luke; Corbett, Erica; Horrocks, Julia; Mukhida, Farah; Paranthoen, Nicolas; Pascoe, N.; Petrovic, Clive; Verhoeven, Aswin; Yokoyama, M.",,Iguana; Endemism,,,2023.0,,,1,4,,,,,,27,1,"Animal Conservation
",,"Wiley
",,,,"During the ongoing sixth global extinction wave, island ecosystems are among the most impacted due to a high introduction rate of non-native species (Tershy et al., 2015; Bellard, Cassey, & Blackburn, 2016; Fernández-Palacios et al., 2021). Within one of the global biodiversity hotspots (Myers et al., 2000), the Caribbean Lesser Antilles are known for their high degree of endemism across numerous taxa, including reptiles (e.g., Smith et al., 2004; Losos et al., 2006). However, continuing introductions of non-native species are homogenizing the regional herpetofauna diversity (Capinha, Marcolin, & Reino, 2020), leading to extinctions and loss of functional trait diversity across islands and ecosystems (Kemp, 2023). The most common terrestrial non-native vertebrates, throughout the Lesser Antilles, are reptiles (Thorpe, 2022). Their interactions with native reptile species have led to local extinctions and continuing declines in both native population sizes and distribution ranges through predation, hybridization, disease transmission, and competition for resources (Daltry, 2022). Multiple non-native species have already spread nearly regionwide, including Gymnophthalmus underwoodi, Hemidactylus mabouia, Indotyphlops braminus, Anolis/Norops sagrei, and Latin American Iguana iguana (Thorpe, 2022; Thibaudier et al., 2023; van den Burg et al., 2023), while others are spreading rapidly (e.g., Hemidactylus frenatus: Thibaudier et al., 2023 and references therein). Importantly, several of these non-native species are known to have been introduced to the Lesser Antilles from non-native populations in Florida (Powell et al., 2011); a pattern we fear is likely to be repeated by Peters's Rock Agama (Agama picticauda), although no established population has yet been reported in the Lesser Antilles. Agama picticauda is a medium-sized lizard native to sub-Saharan western and central Africa, with both sexual dichromatism and size dimorphism. Adult males have a bright orange head and tail, while females are light brown and can have yellow to orange dorsolateral patches (Fig. 1). The species is diurnally active, has a maximum recorded snout–vent length of 15.7 cm (Krishnan et al., 2019), and can produce up to three clutches annually, each of 5–12 eggs (Blunden & Krysko, 2007; Krysko, Enge, & Moler, 2019). It occupies both horizontal and vertical surfaces from where it uses a sit-and-stalk approach to identify and pursue arthropods (Enge, Krysko, & Talley, 2004) and small vertebrates (Henigan et al., 2019). In Florida, the first A. picticauda population was found in 1976 (Wilson & Porras, 1983) and it has since extended its range across the state (Enge, Krysko, & Talley, 2004). Recent analyses show high genetic variation within the Florida population due to introductions from different native origins (Nuñez, Krysko, & Avery, 2016). Given populations across its native range occupy different climatic niches (Krishnan et al., 2019), hybridization between populations of differing origins could result in high ecological adaptability (Consuegra et al., 2011), that in turn can increase establishment success when Florida individuals are translocated to other regions. Alarmingly, A. picticauda appears to be spreading to Caribbean islands as sightings are being reported from the Bahamas and Tortola (British Virgin Islands) (observations 139983395 and 89972864, https://www.inaturalist.org/). On Tortola, at least two adults as well as three juveniles have been observed, suggestive of an establishing population (C. Petrovic, pers. obs.). Further research on the status and impacts on the Bahamas is urgently needed, while on Tortola immediate action is necessary to remove the existing population. Although the native and non-native dietary range and ecology of A. picticauda are poorly studied, when it spreads to the Lesser Antilles, this could have a major impact on numerous native species. There is clear evidence this species preys on smaller lizards. For example, Henigan et al. (2019) dissected a large female that had cannibalized a smaller individual (5 cm snout–vent length) and Florida residents have observed predation of Anolis species (e.g., iNaturalist record 19472282), and a predation attempt on an Ameiva ameiva (J. Wasilewski pers. obs.). These data are highly troubling given many taxa have life stages within these size ranges, while others (or at least one sex) never grow larger. Species of Alinea, Anolis, Bachia, Capitellum, Copeoglossum, Gymnophthalmus, Mabuya, Marisora and Spondylurus would be susceptible to predation, as well as juveniles of Ameiva, Cnemidophorus, Kentropyx and Pholidoscelis: an assemblage of >45 species (Thorpe, 2022). Furthermore, native adult lizards are likely to experience interspecific competition and potential displacement. Although Agama picticauda is mainly reported from urban and suburban environments, suggesting a low impact within intact forests, given the high threat to the Caribbean forests and their transition to (sub)urban areas, it is expected that A. picticauda could become widely distributed. Besides, not all native Lesser Antillean species are limited to forests, as (pet-free) suburban gardens can also act as important habitats or even sanctuaries for critically endangered reptiles (e.g., Debrot, Boman, & Madden, 2013). Finally, given the abundance of A. picticauda in Florida and the high volume of shipments from Florida to ports throughout the Caribbean, we strongly emphasize the responsibility of state authorities (including border control), as well as transport and shipping providers, to prevent animals from leaving those shores. Florida-based conservationists and alien species experts, with A. picticauda experience, are encouraged to help Lesser Antillean stakeholders and authorities through training and knowledge transfer to tackle this major threat to Caribbean biodiversity.
","1367-9430
",,,,,"https://doi.org/10.1111/acv.12889
",,,,,10.1111/acv.12889,No,,,,"gen, pop, trait, fun",,inv,0.9900211691856384,1,0.00783138296616873,1.0,5,618.0
1101.0,"Aerial plankton from the Eastern Tropical Pacific
","Cotoras, Darko; Zumbado, Manuel",,,,,2020.0,,,"S155
","S162
",,,,,,68,"S1
","Revista de Biología Tropical
",,"Vicerractoría Investigación
",,,,"Introduction: Small terrestrial invertebrates disperse in a passive manner through wind currents, forming what is known as aerial plankton, which has not been surveyed yet for the Eastern Tropical Pacific. Documenting the aerial plankton of Isla del Coco will allow to better understand the colonization process of this highly diverse island. Objective: Characterize the aerial plankton present on the transect Puntarenas – Isla del Coco. Methods: Specimens were collected using entomological nets on 2 roundtrip voyages during the months of July and August of 2017 and 2018, respectively. Results: A total of 10 morpho-species were collected corresponding to the orders: Diptera (Ceratopogonidae, Milichiidae, and Nematocera of a non-identified family), Hymenoptera (Chalcidoidea: Agaonidae), Hemiptera (Scutelleridae and Coreidae) and Lepidoptera (Sphingidae). Diptera and Hymenoptera were collected on the nets; while, Hemiptera and Lepidoptera were found on the deck of the boat. No spiders were collected. The Diptera and Hymenoptera families, as well as the family Coreidae (Hemiptera), have been previously recorded on this type of surveys across the tropical Pacific. Conclusions: Two of the taxa collected by nets, Ceratopogonidae (Diptera) and Chalcidoidea (Hymenoptera), have representatives on Isla del Coco, which could provide direct support for wind dispersal as a colonization mechanism for these groups. We also detected other insects (i.e. Lepidoptera and Scutelleridae-Hemiptera) which most likely reached the boat by their own means providing evidence of their dispersal abilities. This research provides data to further expand on questions about the mechanisms of island colonization.
","0034-7744
",,,,,"https://doi.org/10.15517/rbt.v68is1.41177
",,,,,10.15517/rbt.v68is1.41177,No,,,,"com, trait",,,0.539458005130291,1,0.3649938831541659,0.6,3,873.0
1102.0,"Long-term monitoring reveals topographical features and vegetation that explain winter habitat use of an Arctic rodent
","von Beckerath, Xaver; Benadi, Gita; Gilg, Olivier; Sittler, Benoît; Yannic, Glenn; Klein, Alexandra‐Maria; Eitzinger, Bernhard",,Snowpack; Vegetation Cover,,,2021.0,,,349,361,,,,,,8,2,"Arctic Science
",,"Canadian Science Publishing
",,,,"The quality of wintering habitats, such as depth of snow cover, plays a key role in sustaining population dynamics of Arctic lemmings. However, few studies so far investigated habitat use during the Arctic winter. Here, we used a unique long-term time series to test whether lemmings are associated with topographical and vegetational habitat features for their wintering sites. We examined yearly numbers and distribution of 22 769 winter nests of the collared lemming Dicrostonyx groenlandicus (Traill, 1823) from an ongoing long-term research on Traill Island, Northeast Greenland, collected between 1989 and 2019, and correlated this information with data on dominant vegetation types, elevation, and slope. We found that the number of lemming nests was highest in areas with a high proportion of Dryas heath, but was also correlated with other vegetation types, suggesting some flexibility in resource use of wintering lemmings. Furthermore, lemmings showed a higher use for sloped terrain, probably as it enhances the formation of deep snow drifts, which increases the insulative characteristics of the snowpack and protection from predators. With global warming, prime lemming winter habitats may become scarce through alteration of snow physical properties, potentially resulting in negative consequence for the whole community of terrestrial vertebrates.
","2368-7460
",,,,,"https://doi.org/10.1139/as-2021-0010
",,,,,10.1139/as-2021-0010,No,,,,"struct, pop",,rep,0.9935540199279785,1,0.0033710059178908578,1.0,5,540.0
1104.0,"Birds of the Outer Hebrides: terrestial birds and raptors
","Cunningham, W.",,Kestrel,,,1979.0,,,407,417,,,,,,77,,"Proceedings of the Royal Society of Edinburgh Section B Biological Sciences
",,"Cambridge University Press
",,,,"A description is given of the birds of the major terrestrial habitats of the Outer Hebrides: woodland, moorland, croftland and farmland. Changes in these habitats have affected the status and distribution of species. Most important of these changes is the growth of plantations, particularly those in Stornoway Castle grounds, Lewis, which have caused the colonization of the comparatively treeless islands with many woodland species previously absent from the Outer Hebrides. Landuse, particularly sheep husbandry and muirburn, has had a great effect on birds of the moorland including such predatory species as the golden eagle, peregrine, kestrel, merlin, hen harrier and short-eared owl.

An account is given of the breeding land birds of the outlying islands (except St Kilda) and a check list is provided for all species of birds in the Outer Hebrides.","0269-7270
",,,,,"https://doi.org/10.1017/s0269727000012823
",,,,,10.1017/s0269727000012823,No,,,,"fun, struct, com",,baseline,0.9953951239585876,1,0.0013516718935806852,1.0,5,397.0
1105.0,"Tabula rasa in the Patagonian Channels <scp>II</scp>: The cushion peat bog species <i>Astelia pumila</i> (Asteliaceae) and <i>Donatia fascicularis</i> (Stylidiaceae) survived the last glacial in south‐central Chile
","Pfanzelt, Simon; Šarhanová, Petra; Albach, Dirk; von Hagen, K.",,Refugium (fishkeeping),,,2019.0,,,899,914,,,,,,46,5,"Journal of Biogeography
",,"Wiley
",,,,"Plant phylogeographic data from the Patagonian Channels are scant and it is largely unknown how the extensive Quaternary glaciations affected the population dynamics of the region's major vegetation component, that is cushion peat bogs (Magellanic moorland). Whether ice-age glaciers wiped out all terrestrial plant life or whether some populations persisted in situ remains unclear. We reconstructed the phylogeography of two dominant Patagonian cushion peat bog species, Astelia pumila (G.Forst.) Gaudich. (Asteliaceae) and Donatia fascicularis J.R.Forst. & G.Forst. (Stylidiaceae), to test (a) the hypothesis of a glacial refugium for moorland plants in south-central Chile and (b) the tabula rasa scenario for the Patagonian Channels. The retrieved phylogeographic patterns were compared with those reported previously for a further cushion peat bog species (Pfanzelt et al., Molecular Ecology 26, 4027–4044), with the objective to provide a broader picture of how West Patagonian moorland plants responded to the Quaternary ice-ages.

Location
West and Fuegian Patagonia, and the Falkland Islands (Islas Malvinas), southern South America.

Methods
DNA sequence data from seven and fourteen, respectively, nuclear loci containing Simple Sequence Repeats of 371 and 328 individuals of the two study species were analysed using population genetic summary statistics, phylogenetic networks and Bayesian and multivariate methods to determine genetic structure. Ecological niche modelling was used to reconstruct the spatial distribution of suitable habitat at the Last Glacial Maximum.

Results
All A. pumila populations belong to a single population genetic cluster. In the case of D. fascicularis, only the northernmost sampled population from Nahuelbuta (Chile) is genetically distinct, whereas the remainder forms a cluster without much further substructure. According to palaeodistribution models, south-central Chile offered suitable habitat during the last glacial.

Main conclusion
Both ecological niche modelling and the very low genetic subdifferentiation are congruent with a tabula rasa scenario for the Patagonian Channels. Populations survived the last glacial in south-central Chile, in an area to the northwest of the ice sheet. From there, southern regions were recolonized through highly bottlenecked source populations. Other, non-mutually exclusive factors may have further shaped the population genetic patterns, among them high gene flow mediated by the strong westerly winds.

","0305-0270
",,,,,"https://doi.org/10.1111/jbi.13562
",,,,,10.1111/jbi.13562,No,,,,"gen, pop",,paleo,0.18765476807020604,0,0.14240411824763968,1.0,0,958.0
1107.0,"Surveys of Terrestrial Snakes on Hainan
","Zhao, Ermi; Zhao, Hui; Haitao, Shi; Wang, Lijun",,,,,2005.0,,,315,322,,,,,,24,3,,,,,,,"Abstract: This paper reports the partial results of several herpetological surveys carried out during recent three years on Hainan Island organized by the Department of Biology, Hainan Normal University at Haikou, Hainan Province. Totally one hundred ninty-one terrestrial snake specimens representing thirty-seven species belonging to twenty-three genera and five families are recognized.",,,,,,,,,,,,No,,,,com,,baseline,0.9950667023658752,1,0.0020664112060697205,1.0,5,441.0
1109.0,"Morphological variation in Pteropus lombocensis (Chiroptera: Pteropodidae) in Nusa Tenggara, Indonesia
","Western, I; Juanda, H.",,Subspecies; Sexual dimorphism; Morphometrics,,,1995.0,,,,,,,,,,,,,,,,,,"Abstract - Recent terrestrial vertebrate faunal surveys in Nusa Tenggara,
Indonesia, collected specimens of Pteropus lombocensis from islands from
which the species had not previously been reported (Sumbawa, Lembata and
Pantar), as well as from Lombok, Fiores and Alor Islands.
A univariate and multivariate statistical analysis of 28 morphological (skull
dentary, dental and external) characters showed that adult P. lombocensis was
not sexually dimorphic, but that significant variation occurred, particularly
in dental characters, between the island populations.
Two subspecies are recognised in P. lombocensis. These are the western
form, P. 1. lombocensis Dobson, 1878 (Lombok and Sumbawa Islands), and the
eastern form, P. 1. Iteudei Matschie, 1899 (Flores, Lembata, Pantar and Alor).",,,,,,,,,,,,No,,,,"trait, pop, com",,baseline,0.9962950348854065,1,0.0008674955840942342,1.0,5,168.0
